date,state,crop,modal_price
2025-05-19,Kerala,Onion,2000
2025-05-19,Kerala,Beetroot,3000
2025-05-19,Kerala,Carrot,4000
2025-05-19,Kerala,Beetroot,5500
2025-05-19,Kerala,Cabbage,2600
2025-05-19,Kerala,Garlic,13000
2025-05-19,Kerala,Pumpkin,1800
2025-05-19,Kerala,Amaranthus,2800
2025-05-19,Kerala,Cucumbar(Kheera),1000
2025-05-19,Kerala,Tapioca,2300
2025-05-19,Kerala,Amphophalus,5300
2025-05-19,Kerala,Beetroot,4500
2025-05-19,Kerala,Carrot,3700
2025-05-19,Kerala,Colacasia,5000
2025-05-19,Kerala,French Beans (Frasbean),7000
2025-05-19,Kerala,Mint(Pudina),6000
2025-05-19,Kerala,Onion,5000
2025-05-19,Kerala,Tapioca,3000
2025-05-19,Kerala,Tomato,2200
2025-05-19,Kerala,Arecanut(Betelnut/Supari),31500
2025-05-19,Kerala,Cucumbar(Kheera),1300
2025-05-19,Kerala,Elephant Yam (Suran),3500
2025-05-19,Kerala,Ginger(Green),6000
2025-05-19,Kerala,Amphophalus,7000
2025-05-19,Kerala,Bitter gourd,8000
2025-05-19,Kerala,Colacasia,6500
2025-05-19,Kerala,Cucumbar(Kheera),2200
2025-05-19,Kerala,Drumstick,8000
2025-05-19,Kerala,Ginger(Green),6500
2025-05-19,Kerala,Green Chilli,4000
2025-05-19,Kerala,Onion,2500
2025-05-19,Kerala,Pineapple,4300
2025-05-19,Kerala,Onion,3000
2025-05-19,Kerala,Onion,4500
2025-05-19,Kerala,Pineapple,3000
2025-05-19,Kerala,Pomegranate,20000
2025-05-19,Kerala,Sweet Potato,5000
2025-05-19,Kerala,Bitter gourd,7200
2025-05-19,Kerala,Banana - Green,5400
2025-05-19,Kerala,Cowpea(Veg),3800
2025-05-19,Kerala,Potato,2600
2025-05-19,Kerala,Snakeguard,2800
2025-05-19,Kerala,Tomato,1600
2025-05-19,Kerala,Ashgourd,1800
2025-05-19,Kerala,Banana - Green,4400
2025-05-19,Kerala,Coconut,5500
2025-05-19,Kerala,Drumstick,8000
2025-05-19,Kerala,Tomato,2800
2025-05-19,Kerala,Ashgourd,2000
2025-05-19,Kerala,Colacasia,4000
2025-05-19,Kerala,Ginger(Green),5000
2025-05-19,Kerala,Little gourd (Kundru),2500
2025-05-19,Kerala,Snakeguard,3000
2025-05-19,Kerala,Amaranthus,2500
2025-05-19,Kerala,Carrot,6500
2025-05-19,Kerala,Pineapple,3500
2025-05-19,Kerala,Potato,2400
2025-05-19,Kerala,Snakeguard,3000
2025-05-19,Kerala,Ashgourd,900
2025-05-19,Kerala,Carrot,2700
2025-05-19,Kerala,Cucumbar(Kheera),800
2025-05-19,Kerala,Cabbage,2000
2025-05-19,Kerala,Capsicum,6000
2025-05-19,Kerala,Beetroot,3700
2025-05-19,Kerala,Cluster beans,3000
2025-05-19,Kerala,Cowpea(Veg),3800
2025-05-19,Kerala,Amaranthus,3000
2025-05-19,Kerala,Cowpea(Veg),2700
2025-05-19,Kerala,French Beans (Frasbean),8300
2025-05-19,Kerala,Bhindi(Ladies Finger),2700
2025-05-19,Kerala,Chikoos(Sapota),3300
2025-05-19,Kerala,Mousambi(Sweet Lime),5600
2025-05-19,Kerala,Pumpkin,1000
2025-05-19,Kerala,Brinjal,2000
2025-05-19,Kerala,Cluster beans,3500
2025-05-19,Kerala,Colacasia,4000
2025-05-19,Kerala,Cucumbar(Kheera),1800
2025-05-19,Kerala,Snakeguard,1500
2025-05-19,Kerala,Banana,2500
2025-05-19,Kerala,Cabbage,1400
2025-05-19,Kerala,Cauliflower,3000
2025-05-19,Kerala,Coconut,6000
2025-05-19,Kerala,Cowpea(Veg),2300
2025-05-19,Kerala,Cucumbar(Kheera),1400
2025-05-19,Kerala,Pineapple,3800
2025-05-19,Kerala,Ginger(Green),10000
2025-05-19,Kerala,Bhindi(Ladies Finger),3600
2025-05-19,Kerala,Beetroot,2500
2025-05-19,Kerala,Bitter gourd,4000
2025-05-19,Kerala,Cluster beans,7000
2025-05-19,Kerala,Drumstick,6500
2025-05-19,Kerala,Green Chilli,3500
2025-05-19,Kerala,Little gourd (Kundru),3500
2025-05-19,Kerala,Pineapple,2800
2025-05-19,Kerala,Potato,3000
2025-05-19,Kerala,Tapioca,2600
2025-05-19,Kerala,Amaranthus,6000
2025-05-19,Kerala,Banana,6000
2025-05-19,Kerala,Beetroot,2800
2025-05-19,Kerala,Cluster beans,3800
2025-05-19,Kerala,Pumpkin,2000
2025-05-19,Kerala,Snakeguard,2000
2025-05-19,Madhya Pradesh,Karbuja(Musk Melon),500
2025-05-19,Madhya Pradesh,Onion,550
2025-05-19,Nagaland,Pumpkin,4000
2025-05-19,Odisha,Cucumbar(Kheera),1200
2025-05-19,Odisha,Ginger(Dry),3800
2025-05-19,Odisha,Bhindi(Ladies Finger),2400
2025-05-19,Odisha,Tomato,1200
2025-05-19,Odisha,Brinjal,2500
2025-05-19,Odisha,Bitter gourd,2500
2025-05-19,Odisha,Brinjal,2800
2025-05-19,Odisha,Cabbage,2500
2025-05-19,Odisha,Cauliflower,2500
2025-05-19,Odisha,Onion,1500
2025-05-19,Odisha,Bhindi(Ladies Finger),6500
2025-05-19,Odisha,Onion,1200
2025-05-19,Odisha,Tomato,1000
2025-05-19,Odisha,Brinjal,2000
2025-05-19,Odisha,Drumstick,5700
2025-05-19,Odisha,Potato,1700
2025-05-19,Odisha,Cabbage,1900
2025-05-19,Odisha,Potato,1900
2025-05-19,Odisha,Tomato,1900
2025-05-19,Odisha,Colacasia,2000
2025-05-19,Odisha,Cucumbar(Kheera),2600
2025-05-19,Odisha,Brinjal,3000
2025-05-19,Odisha,Bhindi(Ladies Finger),3500
2025-05-19,Odisha,Paddy(Dhan)(Common),2300
2025-05-19,Odisha,Brinjal,2350
2025-05-19,Odisha,Cashewnuts,11000
2025-05-19,Odisha,Tomato,2100
2025-05-19,Odisha,Water Melon,2000
2025-05-19,Odisha,Brinjal,3000
2025-05-19,Punjab,Onion,1600
2025-05-19,Punjab,Raddish,500
2025-05-19,Punjab,Brinjal,800
2025-05-19,Punjab,Cucumbar(Kheera),500
2025-05-19,Punjab,Karbuja(Musk Melon),1000
2025-05-19,Punjab,Potato,500
2025-05-19,Punjab,Tomato,800
2025-05-19,Punjab,Cabbage,400
2025-05-19,Punjab,Cucumbar(Kheera),600
2025-05-19,Punjab,Green Chilli,1000
2025-05-19,Punjab,Mango,4000
2025-05-19,Punjab,Potato,600
2025-05-19,Punjab,Water Melon,700
2025-05-19,Punjab,Onion,1000
2025-05-19,Punjab,Tomato,800
2025-05-19,Punjab,Cauliflower,4000
2025-05-19,Punjab,Onion,1600
2025-05-19,Punjab,Raddish,2000
2025-05-19,Punjab,Round gourd,1200
2025-05-19,Punjab,Apple,12000
2025-05-19,Punjab,Capsicum,2000
2025-05-19,Punjab,Cauliflower,3000
2025-05-19,Punjab,Onion,1500
2025-05-19,Punjab,Papaya,3500
2025-05-19,Punjab,Potato,1100
2025-05-19,Punjab,Cucumbar(Kheera),400
2025-05-19,Punjab,Bhindi(Ladies Finger),2500
2025-05-19,Punjab,Potato,600
2025-05-19,Punjab,Tomato,900
2025-05-19,Punjab,Brinjal,500
2025-05-19,Punjab,Cabbage,300
2025-05-19,Punjab,Cucumbar(Kheera),400
2025-05-19,Punjab,Green Chilli,700
2025-05-19,Punjab,Papaya,1000
2025-05-19,Punjab,Brinjal,1600
2025-05-19,Punjab,Tinda,2200
2025-05-19,Punjab,Tomato,1000
2025-05-19,Punjab,Squash(Chappal Kadoo),800
2025-05-19,Punjab,Bottle gourd,800
2025-05-19,Punjab,Water Melon,1000
2025-05-19,Punjab,Cucumbar(Kheera),800
2025-05-19,Punjab,Onion,1200
2025-05-19,Punjab,Potato,500
2025-05-19,Punjab,Pumpkin,500
2025-05-19,Punjab,Tinda,3700
2025-05-19,Punjab,Beetroot,1500
2025-05-19,Punjab,Bitter gourd,1800
2025-05-19,Punjab,Carrot,1300
2025-05-19,Punjab,Mint(Pudina),2800
2025-05-19,Punjab,Papaya,2400
2025-05-19,Punjab,Tomato,600
2025-05-19,Punjab,Tinda,2500
2025-05-19,Punjab,Banana,2500
2025-05-19,Punjab,Onion,1400
2025-05-19,Punjab,Ginger(Dry),3000
2025-05-19,Punjab,Peas Wet,4000
2025-05-19,Punjab,Pumpkin,400
2025-05-19,Rajasthan,Barley (Jau),2300
2025-05-19,Rajasthan,Mustard,5600
2025-05-19,Rajasthan,Capsicum,1300
2025-05-19,Rajasthan,Chikoos(Sapota),2800
2025-05-19,Rajasthan,Papaya,2300
2025-05-19,Rajasthan,Potato,700
2025-05-19,Rajasthan,Pumpkin,800
2025-05-19,Rajasthan,Tomato,900
2025-05-19,Rajasthan,Water Melon,900
2025-05-19,Rajasthan,Barley (Jau),2130
2025-05-19,Rajasthan,Bengal Gram(Gram)(Whole),5475
2025-05-19,Rajasthan,Tomato,500
2025-05-19,Rajasthan,Onion,1000
2025-05-19,Rajasthan,Potato,1000
2025-05-19,Rajasthan,Potato,500
2025-05-19,Rajasthan,Cauliflower,2500
2025-05-19,Rajasthan,Chikoos(Sapota),1000
2025-05-19,Rajasthan,Green Chilli,1000
2025-05-19,Rajasthan,Pomegranate,5000
2025-05-19,Rajasthan,Pumpkin,400
2025-05-19,Rajasthan,Water Melon,500
2025-05-19,Rajasthan,Bengal Gram(Gram)(Whole),5065
2025-05-19,Rajasthan,Guar Seed(Cluster Beans Seed),4625
2025-05-19,Rajasthan,Bajra(Pearl Millet/Cumbu),2400
2025-05-19,Rajasthan,Lentil (Masur)(Whole),5671
2025-05-19,Rajasthan,Tomato,1500
2025-05-19,Telangana,Cotton,6500
2025-05-19,Telangana,Cauliflower,2500
2025-05-19,Telangana,Cucumbar(Kheera),1000
2025-05-19,Telangana,Dry Chillies,4000
2025-05-19,Telangana,Potato,2300
2025-05-19,Telangana,Paddy(Dhan)(Common),2300
2025-05-19,Telangana,Paddy(Dhan)(Common),2320
2025-05-19,Telangana,Paddy(Dhan)(Common),2280
2025-05-19,Telangana,Mango,1400
2025-05-19,Telangana,Maize,2000
2025-05-19,Telangana,Paddy(Dhan)(Common),2300
2025-05-19,Telangana,Paddy(Dhan)(Common),2300
2025-05-19,Telangana,Paddy(Dhan)(Common),2300
2025-05-19,Telangana,Paddy(Dhan)(Common),2300
2025-05-19,Telangana,Paddy(Dhan)(Common),2320
2025-05-19,Telangana,Beetroot,1700
2025-05-19,Telangana,Cabbage,900
2025-05-19,Telangana,Cluster beans,3500
2025-05-19,Telangana,Snakeguard,1800
2025-05-19,Telangana,Bhindi(Ladies Finger),3500
2025-05-19,Telangana,Carrot,2800
2025-05-19,Telangana,Cauliflower,2300
2025-05-19,Telangana,Potato,2500
2025-05-19,Telangana,Yam (Ratalu),6500
2025-05-19,Telangana,Bhindi(Ladies Finger),2000
2025-05-19,Telangana,Potato,2500
2025-05-19,Tripura,Papaya (Raw),1500
2025-05-19,Tripura,Pointed gourd (Parval),7600
2025-05-19,Tripura,Bitter gourd,5850
2025-05-19,Tripura,Rice,3750
2025-05-19,Tripura,Tomato,9850
2025-05-19,Tripura,Bhindi(Ladies Finger),1500
2025-05-19,Tripura,Green Chilli,3000
2025-05-19,Tripura,Bhindi(Ladies Finger),3500
2025-05-19,Tripura,Potato,2000
2025-05-19,Tripura,Rice,4100
2025-05-19,Tripura,Ridgeguard(Tori),5900
2025-05-19,Uttar Pradesh,Cucumbar(Kheera),700
2025-05-19,Uttar Pradesh,Green Chilli,1200
2025-05-19,Uttar Pradesh,Brinjal,1200
2025-05-19,Uttar Pradesh,Green Chilli,1800
2025-05-19,Uttar Pradesh,Potato,1000
2025-05-19,Uttar Pradesh,Capsicum,2680
2025-05-19,Uttar Pradesh,Cucumbar(Kheera),845
2025-05-19,Uttar Pradesh,Onion,1250
2025-05-19,Uttar Pradesh,Onion,1070
2025-05-19,Uttar Pradesh,Tomato,790
2025-05-19,Uttar Pradesh,Apple,9800
2025-05-19,Uttar Pradesh,Banana - Green,1800
2025-05-19,Uttar Pradesh,Bitter gourd,1540
2025-05-19,Uttar Pradesh,Mousambi(Sweet Lime),3300
2025-05-19,Uttar Pradesh,Papaya,2800
2025-05-19,Uttar Pradesh,Apple,3000
2025-05-19,Uttar Pradesh,Green Chilli,1200
2025-05-19,Uttar Pradesh,Potato,600
2025-05-19,Uttar Pradesh,Cabbage,1140
2025-05-19,Uttar Pradesh,Capsicum,2770
2025-05-19,Uttar Pradesh,Paddy(Dhan)(Common),2060
2025-05-19,Uttar Pradesh,Raddish,1370
2025-05-19,Uttar Pradesh,Ridgeguard(Tori),1670
2025-05-19,Uttar Pradesh,Tomato,660
2025-05-19,Uttar Pradesh,Onion,1200
2025-05-19,Uttar Pradesh,Onion,1100
2025-05-19,Uttar Pradesh,Potato,1100
2025-05-19,Uttar Pradesh,Mango,3000
2025-05-19,Uttar Pradesh,Water Melon,1500
2025-05-19,Uttar Pradesh,Wheat,2400
2025-05-19,Uttar Pradesh,Bottle gourd,1000
2025-05-19,Uttar Pradesh,Ginger(Green),3720
2025-05-19,Uttar Pradesh,Masur Dal,7675
2025-05-19,Uttar Pradesh,Onion,1080
2025-05-19,Uttar Pradesh,Potato,1110
2025-05-19,Uttar Pradesh,Wheat,2375
2025-05-19,Uttar Pradesh,Green Chilli,2250
2025-05-19,Uttar Pradesh,Onion,1140
2025-05-19,Uttar Pradesh,Potato,1160
2025-05-19,Uttar Pradesh,Paddy(Dhan)(Common),2300
2025-05-19,Uttar Pradesh,Potato,1200
2025-05-19,Uttar Pradesh,Tomato,1500
2025-05-19,Uttar Pradesh,Onion,1200
2025-05-19,Uttar Pradesh,Brinjal,500
2025-05-19,Uttar Pradesh,Potato,800
2025-05-19,Uttar Pradesh,Gur(Jaggery),3600
2025-05-19,Uttar Pradesh,Tomato,700
2025-05-19,Uttar Pradesh,Potato,800
2025-05-19,Uttar Pradesh,Brinjal,700
2025-05-19,Uttar Pradesh,Green Chilli,1500
2025-05-19,Uttar Pradesh,Potato,900
2025-05-19,Uttar Pradesh,Maize,2250
2025-05-19,Uttar Pradesh,Wheat,2450
2025-05-19,Uttar Pradesh,Potato,900
2025-05-19,Uttar Pradesh,Potato,900
2025-05-19,Uttar Pradesh,Wheat,2450
2025-05-19,Uttar Pradesh,Tomato,1200
2025-05-19,Uttar Pradesh,Potato,1125
2025-05-19,Uttar Pradesh,Brinjal,1900
2025-05-19,Uttar Pradesh,Green Chilli,2700
2025-05-19,Uttar Pradesh,Onion,2500
2025-05-19,Uttar Pradesh,Pumpkin,1600
2025-05-19,Uttar Pradesh,Lentil (Masur)(Whole),6000
2025-05-19,Uttar Pradesh,Apple,7000
2025-05-19,Uttar Pradesh,Banana - Green,1600
2025-05-19,Uttar Pradesh,Tomato,600
2025-05-19,Uttar Pradesh,Arhar Dal(Tur Dal),9855
2025-05-19,Uttar Pradesh,Cucumbar(Kheera),915
2025-05-19,Uttar Pradesh,Mango,4600
2025-05-19,Uttar Pradesh,Onion,1080
2025-05-19,Uttar Pradesh,Pumpkin,450
2025-05-19,Uttar Pradesh,Raddish,1300
2025-05-19,Uttar Pradesh,Rice,3295
2025-05-19,Uttar Pradesh,Lemon,3400
2025-05-19,Uttar Pradesh,Wheat,2400
2025-05-19,Uttar Pradesh,Bottle gourd,1000
2025-05-19,Uttar Pradesh,Cucumbar(Kheera),800
2025-05-19,Uttar Pradesh,Green Chilli,1000
2025-05-19,Uttar Pradesh,Onion,1150
2025-05-19,Uttar Pradesh,Onion,1000
2025-05-19,Uttar Pradesh,Potato,1000
2025-05-19,Uttar Pradesh,Potato,800
2025-05-19,Uttar Pradesh,Green Chilli,2025
2025-05-19,Uttar Pradesh,Mousambi(Sweet Lime),3458
2025-05-19,Uttar Pradesh,Potato,1105
2025-05-19,Uttar Pradesh,Potato,1005
2025-05-19,Uttar Pradesh,Rice,3335
2025-05-19,Uttar Pradesh,Wheat,2355
2025-05-19,Uttar Pradesh,Potato,1130
2025-05-19,Uttar Pradesh,Bhindi(Ladies Finger),1000
2025-05-19,Uttar Pradesh,Pumpkin,800
2025-05-19,Uttar Pradesh,Sponge gourd,1200
2025-05-19,Uttar Pradesh,Wheat,2500
2025-05-19,Uttar Pradesh,Bottle gourd,900
2025-05-19,Uttar Pradesh,Green Chilli,1700
2025-05-19,Uttar Pradesh,Brinjal,800
2025-05-19,Uttar Pradesh,Water Melon,700
2025-05-19,Uttar Pradesh,Bengal Gram(Gram)(Whole),6400
2025-05-19,Uttar Pradesh,Black Gram Dal (Urd Dal),9950
2025-05-19,Uttar Pradesh,Brinjal,1150
2025-05-19,Uttar Pradesh,Gur(Jaggery),3600
2025-05-19,Uttar Pradesh,Lemon,6700
2025-05-19,Uttrakhand,Banana,2400
2025-05-19,Uttrakhand,Banana,1550
2025-05-19,Uttrakhand,Bhindi(Ladies Finger),1400
2025-05-19,Uttrakhand,Brinjal,1000
2025-05-19,Uttrakhand,Cauliflower,2500
2025-05-19,Uttrakhand,Karbuja(Musk Melon),1000
2025-05-19,Uttrakhand,Papaya,1800
2025-05-19,Uttrakhand,Pumpkin,500
2025-05-19,Uttrakhand,Tinda,1500
2025-05-19,Uttrakhand,Bottle gourd,200
2025-05-19,Uttrakhand,Green Chilli,800
2025-05-19,Uttrakhand,Papaya,1800
2025-05-19,Uttrakhand,Brinjal,1000
2025-05-19,Uttrakhand,Ridgeguard(Tori),1200
2025-05-19,Uttrakhand,Water Melon,300
2025-05-19,Uttrakhand,Bottle gourd,500
2025-05-19,Uttrakhand,Pumpkin,450
2025-05-19,Uttrakhand,Carrot,750
2025-05-19,Uttrakhand,Cauliflower,800
2025-05-19,Uttrakhand,Apple,7500
2025-05-19,Uttrakhand,Ginger(Green),3600
2025-05-19,Uttrakhand,Potato,2300
2025-05-19,Uttrakhand,Green Chilli,800
2025-05-19,West Bengal,Bitter gourd,2800
2025-05-19,West Bengal,Brinjal,3000
2025-05-19,West Bengal,Cucumbar(Kheera),2600
2025-05-19,West Bengal,Ginger(Dry),5600
2025-05-19,West Bengal,Potato,1400
2025-05-19,West Bengal,Rice,3400
2025-05-19,West Bengal,Potato,1210
2025-05-19,West Bengal,Bhindi(Ladies Finger),1800
2025-05-19,West Bengal,Carrot,3700
2025-05-19,West Bengal,Tomato,2000
2025-05-19,West Bengal,Onion,1700
2025-05-19,West Bengal,Rice,4500
